epoch,accuracy,loss,val_accuracy,val_loss
0,0.4893491864204407,1.3539044857025146,0.49317359924316406,1.3509800434112549
1,0.4899374544620514,1.3490772247314453,0.5034828782081604,1.3442999124526978
2,0.4911139905452728,1.3433008193969727,0.4984675347805023,1.3402899503707886
3,0.4908972680568695,1.3473267555236816,0.48202842473983765,1.3641237020492554
4,0.4926930367946625,1.3383545875549316,0.48983004689216614,1.3440455198287964
5,0.4939934313297272,1.337908148765564,0.4909445643424988,1.336995005607605
6,0.4923214912414551,1.3361784219741821,0.5009751915931702,1.3218878507614136
7,0.4935290217399597,1.331069827079773,0.49623849987983704,1.3343780040740967
8,0.4958820939064026,1.3288418054580688,0.4993034303188324,1.317201852798462
9,0.49653229117393494,1.3249037265777588,0.5043187737464905,1.3229973316192627
10,0.49414825439453125,1.3284026384353638,0.49540260434150696,1.3329581022262573
11,0.4927240014076233,1.3320789337158203,0.4965171217918396,1.3157283067703247
12,0.4956963360309601,1.332175374031067,0.5037614703178406,1.3181415796279907
13,0.49804940819740295,1.3211278915405273,0.4979102909564972,1.3112560510635376
14,0.4924143850803375,1.3257461786270142,0.4951239824295044,1.3263568878173828
15,0.49634653329849243,1.3212529420852661,0.5051546096801758,1.3220826387405396
16,0.49619171023368835,1.3220537900924683,0.49540260434150696,1.3241946697235107
17,0.4968109428882599,1.3191163539886475,0.5065478086471558,1.3132085800170898
18,0.49393150210380554,1.3245242834091187,0.50069659948349,1.3134162425994873
19,0.4966561496257782,1.3156899213790894,0.5018110871315002,1.3148258924484253
20,0.49674901366233826,1.3259811401367188,0.49818891286849976,1.314283847808838
21,0.4979874789714813,1.314050555229187,0.4951239824295044,1.316331386566162
22,0.49826616048812866,1.3168271780014038,0.5034828782081604,1.3120399713516235
23,0.4945507347583771,1.3191474676132202,0.5073836445808411,1.3079921007156372
24,0.5024459958076477,1.316423773765564,0.50069659948349,1.3131252527236938
25,0.49671804904937744,1.3221129179000854,0.5048760175704956,1.3219387531280518
26,0.4966561496257782,1.3166537284851074,0.5057119131088257,1.3171696662902832
27,0.49786365032196045,1.3186805248260498,0.4951239824295044,1.3178240060806274
28,0.49838998913764954,1.316251277923584,0.49484536051750183,1.330758810043335
29,0.5018267631530762,1.3074108362197876,0.5029256343841553,1.313236951828003
30,0.4992569088935852,1.3119004964828491,0.5026469826698303,1.3078761100769043
31,0.49504613876342773,1.3229575157165527,0.5051546096801758,1.309270977973938
32,0.4990711510181427,1.3145478963851929,0.5034828782081604,1.313152551651001
33,0.49746114015579224,1.312795639038086,0.49623849987983704,1.318544626235962
34,0.49987614154815674,1.312773585319519,0.4934522211551666,1.3369600772857666
35,0.5013932585716248,1.3146823644638062,0.4973530173301697,1.3139647245407104
36,0.4995974898338318,1.3110499382019043,0.49763163924217224,1.3183245658874512
37,0.4988853931427002,1.3151601552963257,0.49763163924217224,1.3187824487686157
38,0.4989163279533386,1.308805227279663,0.4998606741428375,1.3090004920959473
39,0.49730634689331055,1.3122859001159668,0.4987461566925049,1.3097784519195557
40,0.4985448122024536,1.3079447746276855,0.4956812560558319,1.3181405067443848
41,0.5019815564155579,1.307025671005249,0.4928949475288391,1.3186571598052979
42,0.5015481114387512,1.3032338619232178,0.49484536051750183,1.3216031789779663
43,0.5007430911064148,1.3098045587539673,0.4979102909564972,1.3123841285705566
44,0.49857577681541443,1.3119622468948364,0.507940948009491,1.312274694442749
45,0.5014551877975464,1.3062171936035156,0.49958205223083496,1.2962297201156616
46,0.497337281703949,1.313406229019165,0.4979102909564972,1.313706874847412
47,0.49934980273246765,1.310263991355896,0.49261632561683655,1.3200273513793945
48,0.49820423126220703,1.3157819509506226,0.4942881166934967,1.3245806694030762
49,0.5041488409042358,1.3065125942230225,0.500417947769165,1.3172732591629028
50,0.5074307918548584,1.301831603050232,0.5012538433074951,1.3100823163986206
51,0.5018267631530762,1.3061418533325195,0.49763163924217224,1.3063184022903442
52,0.5043036937713623,1.3064684867858887,0.4965171217918396,1.307265043258667
53,0.5003096461296082,1.300933599472046,0.5059905052185059,1.3055928945541382
54,0.5052635073661804,1.3061697483062744,0.5051546096801758,1.3046213388442993
55,0.5017338395118713,1.304344654083252,0.5054332613945007,1.312252402305603
56,0.504737138748169,1.2983880043029785,0.5098913311958313,1.2990039587020874
57,0.5039011836051941,1.3004748821258545,0.5015324354171753,1.2952446937561035
58,0.5018267631530762,1.3060612678527832,0.4984675347805023,1.3100101947784424
59,0.5047061443328857,1.2984542846679688,0.4965171217918396,1.309685230255127
60,0.5080500245094299,1.2996392250061035,0.5001392960548401,1.306404948234558
61,0.5020744204521179,1.2999545335769653,0.4965171217918396,1.3105459213256836
62,0.5062851905822754,1.2961688041687012,0.5062691569328308,1.3006514310836792
63,0.503312885761261,1.2987474203109741,0.50069659948349,1.3177740573883057
64,0.503034234046936,1.3019658327102661,0.5026469826698303,1.2973471879959106
65,0.49671804904937744,1.314359188079834,0.4937308430671692,1.3074008226394653
